2015-12-24 10:04:18,515 [localhost-startStop-1] INFO  context.ContextLoader  - Root WebApplicationContext: initialization started
2015-12-24 10:04:18,615 [localhost-startStop-1] INFO  support.XmlWebApplicationContext  - Refreshing Root WebApplicationContext: startup date [Thu Dec 24 10:04:18 CST 2015]; root of context hierarchy
2015-12-24 10:04:18,693 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-dispatcher-servlet.xml]
2015-12-24 10:04:19,169 [localhost-startStop-1] INFO  annotation.ClassPathBeanDefinitionScanner  - JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
2015-12-24 10:04:19,430 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-BASE/1.1.1/CEF-BASE-1.1.1.jar!/spring-security.xml]
2015-12-24 10:04:19,519 [localhost-startStop-1] INFO  core.SpringSecurityCoreVersion  - You are running with Spring Security Core 3.1.3.RELEASE
2015-12-24 10:04:19,520 [localhost-startStop-1] INFO  config.SecurityNamespaceHandler  - Spring Security 'config' module version is 3.1.3.RELEASE
2015-12-24 10:04:19,593 [localhost-startStop-1] INFO  http.HttpSecurityBeanDefinitionParser  - Checking sorted filter chain: [Root bean: class [org.springframework.security.web.context.SecurityContextPersistenceFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 200, Root bean: class [org.springframework.security.web.authentication.logout.LogoutFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 400, <org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0>, order = 800, Root bean: class [org.springframework.security.web.authentication.www.BasicAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1200, Root bean: class [org.springframework.security.web.savedrequest.RequestCacheAwareFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1300, Root bean: class [org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1400, Root bean: class [org.springframework.security.web.authentication.AnonymousAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1700, Root bean: class [org.springframework.security.web.session.SessionManagementFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1800, Root bean: class [org.springframework.security.web.access.ExceptionTranslationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1900, <securityFilter>, order = 1999, <org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0>, order = 2000]
2015-12-24 10:04:19,633 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-res.xml]
2015-12-24 10:04:19,682 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-view.xml]
2015-12-24 10:04:19,719 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-cache.xml]
2015-12-24 10:04:19,764 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-WORKFLOW/1.1.0/CEF-WORKFLOW-1.1.0.jar!/spring-osworkflow.xml]
2015-12-24 10:04:19,794 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from class path resource [spring-db.xml]
2015-12-24 10:04:20,112 [localhost-startStop-1] INFO  log.MLog  - MLog clients using log4j logging.
2015-12-24 10:04:20,449 [localhost-startStop-1] INFO  c3p0.C3P0Registry  - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2015-12-24 10:04:21,211 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [file [/Users/czp/Desktop/JavaWorkSpace/CEF-ALL/target/classes/validation/All_Message_zh_CN.properties]]
2015-12-24 10:04:21,212 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/validation/Core_Messages_zh_CN.properties]]
2015-12-24 10:04:21,212 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-BASE/1.1.1/CEF-BASE-1.1.1.jar!/validation/Base_Message_zh_CN.properties]]
2015-12-24 10:04:21,212 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-BASE/1.1.1/CEF-BASE-1.1.1.jar!/validation/Security_Message_zh_CN.properties]]
2015-12-24 10:04:21,212 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-DICT/1.1.1/CEF-DICT-1.1.1.jar!/validation/Dict_Message_zh_CN.properties]]
2015-12-24 10:04:21,213 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-ORG/1.1.0/CEF-ORG-1.1.0.jar!/validation/Org_Message_zh_CN.properties]]
2015-12-24 10:04:21,213 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-UPLOAD/1.1.0/CEF-UPLOAD-1.1.0.jar!/validation/Base_Message_zh_CN.properties]]
2015-12-24 10:04:21,213 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-LOG/1.1.0/CEF-LOG-1.1.0.jar!/validation/Log_Message_zh_CN.properties]]
2015-12-24 10:04:21,213 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-FORM/1.1.1/CEF-FORM-1.1.1.jar!/validation/Form_Message_zh_CN.properties]]
2015-12-24 10:04:21,213 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-GRID/1.1.1/CEF-GRID-1.1.1.jar!/validation/Grid_Message_zh_CN.properties]]
2015-12-24 10:04:21,214 [localhost-startStop-1] INFO  message.RegexPropertyMessageResources  - Add properties file: [URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-WORKFLOW/1.1.0/CEF-WORKFLOW-1.1.0.jar!/validation/Workflow_Message_zh_CN.properties]]
