2016-01-17 20:18:42,911 [localhost-startStop-1] INFO  context.ContextLoader  - Root WebApplicationContext: initialization started
2016-01-17 20:18:42,993 [localhost-startStop-1] INFO  support.XmlWebApplicationContext  - Refreshing Root WebApplicationContext: startup date [Sun Jan 17 20:18:42 CST 2016]; root of context hierarchy
2016-01-17 20:18:43,047 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-dispatcher-servlet.xml]
2016-01-17 20:18:43,820 [localhost-startStop-1] INFO  annotation.ClassPathBeanDefinitionScanner  - JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
2016-01-17 20:18:44,162 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-BASE/1.1.1/CEF-BASE-1.1.1.jar!/spring-security.xml]
2016-01-17 20:18:44,318 [localhost-startStop-1] INFO  core.SpringSecurityCoreVersion  - You are running with Spring Security Core 3.1.3.RELEASE
2016-01-17 20:18:44,318 [localhost-startStop-1] INFO  config.SecurityNamespaceHandler  - Spring Security 'config' module version is 3.1.3.RELEASE
2016-01-17 20:18:44,372 [localhost-startStop-1] INFO  http.HttpSecurityBeanDefinitionParser  - Checking sorted filter chain: [Root bean: class [org.springframework.security.web.context.SecurityContextPersistenceFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 200, Root bean: class [org.springframework.security.web.authentication.logout.LogoutFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 400, <org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0>, order = 800, Root bean: class [org.springframework.security.web.authentication.www.BasicAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1200, Root bean: class [org.springframework.security.web.savedrequest.RequestCacheAwareFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1300, Root bean: class [org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1400, Root bean: class [org.springframework.security.web.authentication.AnonymousAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1700, Root bean: class [org.springframework.security.web.session.SessionManagementFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1800, Root bean: class [org.springframework.security.web.access.ExceptionTranslationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1900, <securityFilter>, order = 1999, <org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0>, order = 2000]
2016-01-17 20:18:44,390 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-res.xml]
2016-01-17 20:18:44,410 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-view.xml]
2016-01-17 20:18:44,437 [localhost-startStop-1] INFO  xml.XmlBeanDefinitionReader  - Loading XML bean definitions from URL [jar:file:/Users/czp/.m2/repository/cemobile/CEF-CORE/1.1.1/CEF-CORE-1.1.1.jar!/spring-cache.xml]
